user_id,step,critiquing_keyphrase,critique_polarity,clarification_keyphrase,clarification_polarity,accept_clarification,expert_keyphrase,item_id
465,3,morgan freeman,neg,morgan freeman,neg,True,classic,126.0
465,4,dvd,pos,dvd,pos,True,classic,126.0
465,5,seen more than once,neg,seen more than once,neg,True,classic,126.0
875,1,drama,neg,drama,neg,True,steven spielberg,3.0
875,2,tom cruise,neg,tom cruise,neg,True,steven spielberg,3.0
875,3,harrison ford,neg,harrison ford,neg,True,steven spielberg,3.0
875,4,true story,neg,true story,neg,True,steven spielberg,3.0
875,5,dvd,neg,dvd,neg,True,steven spielberg,3.0
2636,1,children,neg,children,neg,True,johnny depp,158.0
2636,2,horror,neg,horror,neg,True,johnny depp,158.0
2636,3,predictable,neg,predictable,neg,True,johnny depp,158.0
2636,4,beautiful,pos,beautiful,pos,True,johnny depp,158.0
2636,5,suspense,neg,suspense,neg,True,johnny depp,158.0
6636,1,organized crime,neg,organized crime,neg,True,cult film,296.0
6636,2,musical,pos,musical,pos,True,cult film,296.0
6636,3,dark comedy,neg,dark comedy,neg,True,cult film,296.0
6636,4,mystery,neg,mystery,neg,True,cult film,296.0
6636,5,dystopia,neg,dystopia,neg,True,cult film,296.0
3100,1,memory,neg,memory,neg,True,matt damon,283.0
3100,2,boring,pos,boring,pos,True,matt damon,283.0
3100,3,based on a book,pos,based on a book,pos,True,matt damon,283.0
3100,4,murder,pos,murder,pos,True,matt damon,283.0
3100,5,brad pitt,neg,brad pitt,neg,True,matt damon,283.0
7010,1,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,81.0
7010,2,epic,pos,epic,pos,True,fantasy,81.0
7010,3,boring,pos,boring,pos,True,fantasy,81.0
7010,4,dvd,pos,dvd,pos,True,fantasy,81.0
7010,5,sequel,pos,sequel,pos,True,fantasy,81.0
1352,1,aliens,neg,aliens,neg,True,sci-fi,23.0
1352,2,action,pos,action,pos,True,sci-fi,23.0
1352,3,robots,neg,robots,neg,True,sci-fi,23.0
1352,4,dvd,pos,dvd,pos,True,sci-fi,23.0
1352,5,future,neg,future,neg,True,sci-fi,23.0
2000,1,espionage,neg,espionage,neg,True,hitchcock,218.0
2000,2,murder,neg,murder,neg,True,hitchcock,218.0
2000,3,horror,neg,horror,neg,True,hitchcock,218.0
2000,4,mystery,pos,mystery,pos,True,hitchcock,218.0
2000,5,seen more than once,neg,seen more than once,neg,True,hitchcock,218.0
4548,1,family,pos,family,pos,True,espionage,15.0
4548,2,murder,neg,murder,neg,True,espionage,15.0
4548,3,superhero,neg,superhero,neg,True,action,15.0
4548,4,sci-fi,neg,sci-fi,neg,True,action,15.0
4548,5,super-hero,neg,super-hero,neg,True,action,15.0
2348,1,bruce willis,neg,bruce willis,neg,True,samuel l jackson,0.0
2348,2,great soundtrack,pos,great soundtrack,pos,True,nonlinear,0.0
2348,3,psychology,neg,psychology,neg,True,nonlinear,0.0
2348,4,samuel l jackson,pos,samuel l jackson,pos,True,nonlinear,0.0
2348,5,memory,neg,memory,neg,True,nonlinear,0.0
2032,1,children,neg,children,neg,True,johnny depp,832.0
2032,2,horror,neg,horror,neg,True,johnny depp,832.0
2032,3,predictable,neg,predictable,neg,True,johnny depp,832.0
2032,4,beautiful,neg,beautiful,neg,True,johnny depp,832.0
2032,5,suspense,neg,suspense,neg,True,johnny depp,832.0
4879,1,organized crime,neg,organized crime,neg,True,british,111.0
4879,2,hilarious,neg,hilarious,neg,True,british,111.0
4879,3,girlie movie,neg,girlie movie,neg,True,british,111.0
4879,4,london,neg,london,neg,True,british,111.0
4879,5,violence,neg,violence,neg,True,british,111.0
3788,1,historical,neg,historical,neg,True,tom hanks,1.0
3788,2,overrated,pos,overrated,pos,True,tom hanks,1.0
3788,3,steven spielberg,neg,steven spielberg,neg,True,tom hanks,1.0
3788,4,oscar (best picture),pos,oscar (best picture),pos,True,tom hanks,1.0
3788,5,funny,pos,funny,pos,True,tom hanks,1.0
6285,1,dvd,pos,dvd,pos,True,holocaust,583.0
6285,2,steven spielberg,neg,steven spielberg,neg,True,holocaust,583.0
6285,3,war,neg,war,neg,True,holocaust,583.0
6285,4,biography,neg,biography,neg,True,holocaust,583.0
6285,5,disturbing,neg,disturbing,neg,True,holocaust,583.0
4739,1,satire,neg,satire,neg,True,animation,176.0
4739,2,family,neg,family,neg,True,animation,176.0
4739,3,comedy,neg,comedy,neg,True,animation,176.0
4739,4,fun,neg,fun,neg,True,animation,176.0
4739,5,seen more than once,neg,seen more than once,neg,True,animation,176.0
2587,1,world war ii,pos,world war ii,pos,True,007,555.0
2587,2,england,neg,england,neg,True,007,555.0
2587,3,sean connery,neg,sean connery,neg,True,007,555.0
2587,4,london,neg,london,neg,True,007,555.0
2587,5,action,neg,action,neg,True,007,555.0
2345,1,oscar (best picture),neg,oscar (best picture),neg,True,fantasy,902.0
2345,2,epic,neg,epic,neg,True,fantasy,902.0
2345,3,boring,pos,boring,pos,True,fantasy,902.0
2345,4,dvd,neg,dvd,neg,True,fantasy,902.0
2345,5,sequel,neg,sequel,neg,True,fantasy,902.0
1867,1,war,neg,war,neg,True,action,15.0
1867,2,dvd,neg,dvd,neg,True,action,15.0
1867,3,aliens,neg,aliens,neg,True,action,15.0
1867,4,superhero,neg,superhero,neg,True,action,15.0
1867,5,dark,neg,dark,neg,True,action,15.0
4186,1,murder,neg,murder,neg,True,fairy tale,79.0
4186,2,disney,pos,disney,pos,True,fairy tale,79.0
4186,3,france,neg,france,neg,True,fairy tale,79.0
4186,4,satire,pos,satire,pos,True,fairy tale,79.0
4186,5,fantasy,neg,fantasy,neg,True,fairy tale,79.0
7784,1,quirky,neg,quirky,neg,True,time travel,52.0
7784,2,thriller,neg,thriller,neg,True,time travel,52.0
7784,3,post apocalyptic,neg,post apocalyptic,neg,True,time travel,52.0
7784,4,future,neg,future,neg,True,time travel,52.0
7784,5,dystopia,neg,dystopia,neg,True,time travel,52.0
3994,1,nazis,neg,nazis,neg,True,prison,4.0
3994,2,classic,pos,classic,pos,True,prison,4.0
3994,3,revenge,pos,revenge,pos,True,prison,4.0
3994,4,seen more than once,pos,seen more than once,pos,True,prison,4.0
3994,5,drama,pos,drama,pos,True,prison,4.0
5694,1,dark,neg,dark,neg,True,dystopia,152.0
5694,2,robots,neg,robots,neg,True,dystopia,152.0
5694,3,time travel,neg,time travel,neg,True,dystopia,152.0
5694,4,comic book,neg,comic book,neg,True,dystopia,152.0
5694,5,post-apocalyptic,neg,post-apocalyptic,neg,True,dystopia,152.0
6825,1,future,neg,future,neg,True,space,9.0
6825,2,sequel,neg,sequel,neg,True,space,9.0
6825,3,robots,neg,robots,neg,True,space,9.0
6825,4,adventure,neg,adventure,neg,True,space,9.0
6825,5,action,neg,action,neg,True,space,9.0
5831,1,war,neg,war,neg,True,classic,104.0
5831,2,organized crime,neg,organized crime,neg,True,classic,104.0
5831,3,morgan freeman,neg,morgan freeman,neg,True,classic,104.0
5831,4,dvd,neg,dvd,neg,True,classic,104.0
5831,5,seen more than once,neg,seen more than once,neg,True,classic,104.0
4467,1,suspense,neg,suspense,neg,True,crime,217.0
4467,2,black comedy,neg,black comedy,neg,True,crime,217.0
4467,3,dvd,neg,dvd,neg,True,classic,217.0
4467,4,prison,neg,prison,neg,True,nicolas cage,217.0
4467,5,los angeles,neg,los angeles,neg,True,nicolas cage,217.0
2210,1,bruce willis,neg,bruce willis,neg,True,christmas,295.0
2210,2,hitchcock,pos,hitchcock,pos,True,christmas,295.0
2210,3,family,neg,family,neg,True,christmas,295.0
2210,4,world war ii,pos,world war ii,pos,True,christmas,295.0
2210,5,funny,neg,funny,neg,True,christmas,295.0
1503,1,hilarious,neg,hilarious,neg,True,boxing,263.0
1503,2,predictable,neg,predictable,neg,True,boxing,263.0
1503,3,overrated,neg,overrated,neg,True,boxing,263.0
1503,4,oscar (best picture),pos,oscar (best picture),pos,True,boxing,263.0
1503,5,true story,neg,true story,neg,True,boxing,263.0
5619,1,dvd,pos,dvd,pos,True,holocaust,14.0
5619,2,steven spielberg,pos,steven spielberg,pos,True,holocaust,14.0
5619,3,war,pos,war,pos,True,holocaust,14.0
5619,4,biography,pos,biography,pos,True,holocaust,14.0
5619,5,disturbing,pos,disturbing,pos,True,holocaust,14.0
3627,1,africa,neg,africa,neg,True,drugs,709.0
3627,2,intense,neg,intense,neg,True,drugs,709.0
3627,3,violence,neg,violence,neg,True,drugs,709.0
3627,4,fun,neg,fun,neg,True,anime,709.0
3627,5,children,neg,children,neg,True,anime,709.0
944,1,aliens,neg,aliens,neg,True,sci-fi,8.0
944,2,action,pos,action,pos,True,sci-fi,8.0
944,3,robots,pos,robots,pos,True,sci-fi,8.0
944,4,dvd,pos,dvd,pos,True,sci-fi,8.0
944,5,future,neg,future,neg,True,sci-fi,8.0
